industry,code
CI005009.WI,002831.SZ
CI005009.WI,002836.SZ
CI005009.WI,002846.SZ
CI005009.WI,002853.SZ
CI005009.WI,002859.SZ
CI005009.WI,002862.SZ
CI005009.WI,002899.SZ
CI005009.WI,300043.SZ
CI005009.WI,300057.SZ
CI005009.WI,300061.SZ
CI005009.WI,300089.SZ
CI005009.WI,300329.SZ
CI005009.WI,300403.SZ
CI005009.WI,300501.SZ
CI005009.WI,300606.SZ
CI005009.WI,300616.SZ
CI005009.WI,300640.SZ
CI005009.WI,300651.SZ
CI005009.WI,300658.SZ
CI005009.WI,300703.SZ
CI005009.WI,300729.SZ
CI005009.WI,600069.SH
CI005009.WI,600076.SH
CI005009.WI,600103.SH
CI005009.WI,600210.SH
CI005009.WI,600235.SH
CI005009.WI,600308.SH
CI005009.WI,600337.SH
CI005009.WI,600356.SH
CI005009.WI,600433.SH
CI005009.WI,600567.SH
CI005009.WI,600679.SH
CI005009.WI,600793.SH
CI005009.WI,600800.SH
CI005009.WI,600836.SH
CI005009.WI,600963.SH
CI005009.WI,600966.SH
CI005009.WI,601515.SH
CI005009.WI,601968.SH
CI005009.WI,603008.SH
CI005009.WI,603021.SH
CI005009.WI,603022.SH
CI005009.WI,603058.SH
CI005009.WI,603059.SH
CI005009.WI,603180.SH
CI005009.WI,603208.SH
CI005009.WI,603226.SH
CI005009.WI,603313.SH
CI005009.WI,603326.SH
CI005009.WI,603389.SH
CI005009.WI,603398.SH
CI005009.WI,603429.SH
CI005009.WI,603499.SH
CI005009.WI,603600.SH
CI005009.WI,603607.SH
CI005009.WI,603661.SH
CI005009.WI,603709.SH
CI005009.WI,603801.SH
CI005009.WI,603816.SH
CI005009.WI,603833.SH
CI005009.WI,603848.SH
CI005009.WI,603898.SH
CI005009.WI,603899.SH
CI005009.WI,603976.SH
CI005010.WI,000008.SZ
CI005010.WI,000017.SZ
CI005010.WI,000039.SZ
CI005010.WI,000157.SZ
CI005010.WI,000410.SZ
CI005010.WI,000425.SZ
CI005010.WI,000528.SZ
CI005010.WI,000530.SZ
CI005010.WI,000570.SZ
CI005010.WI,000595.SZ
CI005010.WI,000680.SZ
CI005010.WI,000777.SZ
CI005010.WI,000811.SZ
CI005010.WI,000816.SZ
CI005010.WI,000821.SZ
CI005010.WI,000837.SZ
CI005010.WI,000852.SZ
CI005010.WI,000856.SZ
CI005010.WI,000880.SZ
CI005010.WI,000890.SZ
CI005010.WI,000923.SZ
CI005010.WI,000925.SZ
CI005010.WI,000976.SZ
CI005010.WI,001696.SZ
CI005010.WI,002006.SZ
CI005010.WI,002009.SZ
CI005010.WI,002011.SZ
CI005010.WI,002021.SZ
CI005010.WI,002023.SZ
CI005010.WI,002026.SZ
CI005010.WI,002046.SZ
CI005010.WI,002058.SZ
CI005010.WI,002073.SZ
CI005010.WI,002097.SZ
CI005010.WI,002101.SZ
CI005010.WI,002105.SZ
CI005010.WI,002122.SZ
CI005010.WI,002132.SZ
CI005010.WI,002150.SZ
CI005010.WI,002158.SZ
CI005010.WI,002164.SZ
CI005010.WI,002176.SZ
CI005010.WI,002184.SZ
CI005010.WI,002196.SZ
CI005010.WI,002204.SZ
CI005010.WI,002207.SZ
CI005010.WI,002209.SZ
CI005010.WI,002248.SZ
CI005010.WI,002249.SZ
CI005010.WI,002255.SZ
CI005010.WI,002270.SZ
CI005010.WI,002272.SZ
CI005010.WI,002278.SZ
CI005010.WI,002282.SZ
CI005010.WI,002337.SZ
CI005010.WI,002342.SZ
CI005010.WI,002347.SZ
CI005010.WI,002353.SZ
CI005010.WI,002366.SZ
CI005010.WI,002367.SZ
CI005010.WI,002384.SZ
CI005010.WI,002406.SZ
CI005010.WI,002426.SZ
CI005010.WI,002430.SZ
CI005010.WI,002435.SZ
CI005010.WI,002438.SZ
CI005010.WI,002444.SZ
CI005010.WI,002459.SZ
CI005010.WI,002472.SZ
CI005010.WI,002480.SZ
CI005010.WI,002483.SZ
CI005010.WI,002490.SZ
CI005010.WI,002509.SZ
CI005010.WI,002514.SZ
CI005010.WI,002523.SZ
CI005010.WI,002526.SZ
CI005010.WI,002529.SZ
CI005010.WI,002532.SZ
CI005010.WI,002534.SZ
CI005010.WI,002535.SZ
CI005010.WI,002552.SZ
CI005010.WI,002554.SZ
CI005010.WI,002559.SZ
CI005010.WI,002564.SZ
CI005010.WI,002595.SZ
CI005010.WI,002598.SZ
CI005010.WI,002608.SZ
CI005010.WI,002611.SZ
CI005010.WI,002621.SZ
CI005010.WI,002629.SZ
CI005010.WI,002633.SZ
CI005010.WI,002639.SZ
CI005010.WI,002645.SZ
CI005010.WI,002651.SZ
CI005010.WI,002685.SZ
CI005010.WI,002686.SZ
CI005010.WI,002689.SZ
CI005010.WI,002690.SZ
CI005010.WI,002691.SZ
CI005010.WI,002698.SZ
CI005010.WI,002722.SZ
CI005010.WI,002743.SZ
CI005010.WI,002747.SZ
CI005010.WI,002757.SZ
CI005010.WI,002760.SZ
CI005010.WI,002767.SZ
CI005010.WI,002774.SZ
CI005010.WI,002779.SZ
CI005010.WI,002786.SZ
CI005010.WI,002787.SZ
CI005010.WI,002793.SZ
CI005010.WI,002795.SZ
CI005010.WI,002796.SZ
CI005010.WI,002801.SZ
CI005010.WI,002816.SZ
CI005010.WI,002819.SZ
CI005010.WI,002823.SZ
CI005010.WI,002833.SZ
CI005010.WI,002837.SZ
CI005010.WI,002843.SZ
CI005010.WI,002849.SZ
CI005010.WI,002850.SZ
CI005010.WI,002857.SZ
CI005010.WI,002870.SZ
CI005010.WI,002871.SZ
CI005010.WI,002877.SZ
CI005010.WI,002884.SZ
CI005010.WI,002890.SZ
CI005010.WI,002896.SZ
CI005010.WI,002903.SZ
CI005010.WI,300004.SZ
CI005010.WI,300008.SZ
CI005010.WI,300011.SZ
CI005010.WI,300022.SZ
CI005010.WI,300024.SZ
CI005010.WI,300029.SZ
CI005010.WI,300035.SZ
CI005010.WI,300066.SZ
CI005010.WI,300084.SZ
CI005010.WI,300092.SZ
CI005010.WI,300095.SZ
CI005010.WI,300097.SZ
CI005010.WI,300099.SZ
CI005010.WI,300103.SZ
CI005010.WI,300105.SZ
CI005010.WI,300112.SZ
CI005010.WI,300116.SZ
CI005010.WI,300123.SZ
CI005010.WI,300124.SZ
CI005010.WI,300126.SZ
CI005010.WI,300145.SZ
CI005010.WI,300151.SZ
CI005010.WI,300154.SZ
CI005010.WI,300159.SZ
CI005010.WI,300161.SZ
CI005010.WI,300164.SZ
CI005010.WI,300165.SZ
CI005010.WI,300171.SZ
CI005010.WI,300173.SZ
CI005010.WI,300193.SZ
CI005010.WI,300195.SZ
CI005010.WI,300210.SZ
CI005010.WI,300216.SZ
CI005010.WI,300228.SZ
CI005010.WI,300257.SZ
CI005010.WI,300259.SZ
CI005010.WI,300260.SZ
CI005010.WI,300263.SZ
CI005010.WI,300276.SZ
CI005010.WI,300278.SZ
CI005010.WI,300281.SZ
CI005010.WI,300293.SZ
CI005010.WI,300306.SZ
CI005010.WI,300307.SZ
CI005010.WI,300308.SZ
CI005010.WI,300309.SZ
CI005010.WI,300316.SZ
CI005010.WI,300349.SZ
CI005010.WI,300351.SZ
CI005010.WI,300354.SZ
CI005010.WI,300368.SZ
CI005010.WI,300370.SZ
CI005010.WI,300371.SZ
CI005010.WI,300382.SZ
CI005010.WI,300391.SZ
CI005010.WI,300400.SZ
CI005010.WI,300402.SZ
CI005010.WI,300410.SZ
CI005010.WI,300411.SZ
CI005010.WI,300415.SZ
CI005010.WI,300416.SZ
CI005010.WI,300417.SZ
CI005010.WI,300420.SZ
CI005010.WI,300421.SZ
CI005010.WI,300424.SZ
CI005010.WI,300430.SZ
CI005010.WI,300434.SZ
CI005010.WI,300435.SZ
CI005010.WI,300441.SZ
CI005010.WI,300442.SZ
CI005010.WI,300445.SZ
CI005010.WI,300450.SZ
CI005010.WI,300456.SZ
CI005010.WI,300457.SZ
CI005010.WI,300461.SZ
CI005010.WI,300464.SZ
CI005010.WI,300466.SZ
CI005010.WI,300470.SZ
CI005010.WI,300471.SZ
CI005010.WI,300472.SZ
CI005010.WI,300480.SZ
CI005010.WI,300486.SZ
CI005010.WI,300488.SZ
CI005010.WI,300489.SZ
CI005010.WI,300499.SZ
CI005010.WI,300503.SZ
CI005010.WI,300509.SZ
CI005010.WI,300512.SZ
CI005010.WI,300514.SZ
CI005010.WI,300521.SZ
CI005010.WI,300540.SZ
CI005010.WI,300549.SZ
CI005010.WI,300551.SZ
CI005010.WI,300553.SZ
CI005010.WI,300554.SZ
CI005010.WI,300557.SZ
CI005010.WI,300567.SZ
CI005010.WI,300572.SZ
CI005010.WI,300589.SZ
CI005010.WI,300600.SZ
CI005010.WI,300607.SZ
CI005010.WI,300619.SZ
CI005010.WI,300629.SZ
CI005010.WI,300648.SZ
CI005010.WI,300669.SZ
CI005010.WI,300700.SZ
CI005010.WI,300718.SZ
CI005010.WI,300720.SZ
CI005010.WI,600031.SH
CI005010.WI,600072.SH
CI005010.WI,600114.SH
CI005010.WI,600145.SH
CI005010.WI,600150.SH
CI005010.WI,600165.SH
CI005010.WI,600169.SH
CI005010.WI,600243.SH
CI005010.WI,600262.SH
CI005010.WI,600302.SH
CI005010.WI,600320.SH
CI005010.WI,600458.SH
CI005010.WI,600481.SH
CI005010.WI,600495.SH
CI005010.WI,600520.SH
CI005010.WI,600558.SH
CI005010.WI,600560.SH
CI005010.WI,600582.SH
CI005010.WI,600592.SH
CI005010.WI,600666.SH
CI005010.WI,600710.SH
CI005010.WI,600761.SH
CI005010.WI,600786.SH
CI005010.WI,600806.SH
CI005010.WI,600815.SH
CI005010.WI,600835.SH
CI005010.WI,600843.SH
CI005010.WI,600860.SH
CI005010.WI,600894.SH
CI005010.WI,600967.SH
CI005010.WI,600984.SH
CI005010.WI,600992.SH
CI005010.WI,601002.SH
CI005010.WI,601038.SH
CI005010.WI,601100.SH
CI005010.WI,601106.SH
CI005010.WI,601177.SH
CI005010.WI,601268.SH
CI005010.WI,601299.SH
CI005010.WI,601369.SH
CI005010.WI,601608.SH
CI005010.WI,601717.SH
CI005010.WI,601766.SH
CI005010.WI,601798.SH
CI005010.WI,601882.SH
CI005010.WI,601890.SH
CI005010.WI,603011.SH
CI005010.WI,603012.SH
CI005010.WI,603015.SH
CI005010.WI,603029.SH
CI005010.WI,603036.SH
CI005010.WI,603076.SH
CI005010.WI,603085.SH
CI005010.WI,603088.SH
CI005010.WI,603090.SH
CI005010.WI,603100.SH
CI005010.WI,603111.SH
CI005010.WI,603131.SH
CI005010.WI,603159.SH
CI005010.WI,603169.SH
CI005010.WI,603203.SH
CI005010.WI,603269.SH
CI005010.WI,603277.SH
CI005010.WI,603278.SH
CI005010.WI,603283.SH
CI005010.WI,603289.SH
CI005010.WI,603298.SH
CI005010.WI,603308.SH
CI005010.WI,603315.SH
CI005010.WI,603318.SH
CI005010.WI,603319.SH
CI005010.WI,603321.SH
CI005010.WI,603331.SH
CI005010.WI,603337.SH
CI005010.WI,603338.SH
CI005010.WI,603339.SH
CI005010.WI,603356.SH
CI005010.WI,603416.SH
CI005010.WI,603488.SH
CI005010.WI,603500.SH
CI005010.WI,603507.SH
CI005010.WI,603556.SH
CI005010.WI,603617.SH
CI005010.WI,603626.SH
CI005010.WI,603638.SH
CI005010.WI,603656.SH
CI005010.WI,603667.SH
CI005010.WI,603690.SH
CI005010.WI,603698.SH
CI005010.WI,603699.SH
CI005010.WI,603726.SH
CI005010.WI,603757.SH
CI005010.WI,603789.SH
CI005010.WI,603819.SH
CI005010.WI,603855.SH
CI005010.WI,603856.SH
CI005010.WI,603901.SH
CI005010.WI,603912.SH
CI005010.WI,603960.SH
CI005010.WI,603966.SH
CI005010.WI,603985.SH
CI005011.WI,000400.SZ
CI005011.WI,000551.SZ
CI005011.WI,000585.SZ
CI005011.WI,000682.SZ
CI005011.WI,000806.SZ
CI005011.WI,000862.SZ
CI005011.WI,000922.SZ
CI005011.WI,002028.SZ
CI005011.WI,002074.SZ
CI005011.WI,002112.SZ
CI005011.WI,002121.SZ
CI005011.WI,002123.SZ
CI005011.WI,002129.SZ
CI005011.WI,002168.SZ
CI005011.WI,002169.SZ
CI005011.WI,002202.SZ
CI005011.WI,002212.SZ
CI005011.WI,002218.SZ
CI005011.WI,002227.SZ
CI005011.WI,002266.SZ
CI005011.WI,002276.SZ
CI005011.WI,002298.SZ
CI005011.WI,002300.SZ
CI005011.WI,002322.SZ
CI005011.WI,002323.SZ
CI005011.WI,002334.SZ
CI005011.WI,002339.SZ
CI005011.WI,002350.SZ
CI005011.WI,002356.SZ
CI005011.WI,002358.SZ
CI005011.WI,002364.SZ
CI005011.WI,002441.SZ
CI005011.WI,002451.SZ
CI005011.WI,002452.SZ
CI005011.WI,002471.SZ
CI005011.WI,002487.SZ
CI005011.WI,002498.SZ
CI005011.WI,002506.SZ
CI005011.WI,002531.SZ
CI005011.WI,002533.SZ
CI005011.WI,002560.SZ
CI005011.WI,002576.SZ
CI005011.WI,002580.SZ
CI005011.WI,002606.SZ
CI005011.WI,002610.SZ
CI005011.WI,002617.SZ
CI005011.WI,002622.SZ
CI005011.WI,002665.SZ
CI005011.WI,002692.SZ
CI005011.WI,002706.SZ
CI005011.WI,002729.SZ
CI005011.WI,002730.SZ
CI005011.WI,002851.SZ
CI005011.WI,002879.SZ
CI005011.WI,002882.SZ
CI005011.WI,002885.SZ
CI005011.WI,002892.SZ
CI005011.WI,002927.SZ
CI005011.WI,300001.SZ
CI005011.WI,300018.SZ
CI005011.WI,300040.SZ
CI005011.WI,300048.SZ
CI005011.WI,300062.SZ
CI005011.WI,300068.SZ
CI005011.WI,300069.SZ
CI005011.WI,300080.SZ
CI005011.WI,300091.SZ
CI005011.WI,300111.SZ
CI005011.WI,300118.SZ
CI005011.WI,300120.SZ
CI005011.WI,300125.SZ
CI005011.WI,300129.SZ
CI005011.WI,300140.SZ
CI005011.WI,300141.SZ
CI005011.WI,300152.SZ
CI005011.WI,300153.SZ
CI005011.WI,300185.SZ
CI005011.WI,300208.SZ
CI005011.WI,300215.SZ
CI005011.WI,300222.SZ
CI005011.WI,300265.SZ
CI005011.WI,300274.SZ
CI005011.WI,300283.SZ
CI005011.WI,300286.SZ
CI005011.WI,300341.SZ
CI005011.WI,300372.SZ
CI005011.WI,300376.SZ
CI005011.WI,300393.SZ
CI005011.WI,300407.SZ
CI005011.WI,300423.SZ
CI005011.WI,300427.SZ
CI005011.WI,300443.SZ
CI005011.WI,300444.SZ
CI005011.WI,300477.SZ
CI005011.WI,300484.SZ
CI005011.WI,300490.SZ
CI005011.WI,300510.SZ
CI005011.WI,300617.SZ
CI005011.WI,300626.SZ
CI005011.WI,300670.SZ
CI005011.WI,300693.SZ
CI005011.WI,300713.SZ
CI005011.WI,600089.SH
CI005011.WI,600112.SH
CI005011.WI,600151.SH
CI005011.WI,600163.SH
CI005011.WI,600192.SH
CI005011.WI,600202.SH
CI005011.WI,600268.SH
CI005011.WI,600290.SH
CI005011.WI,600312.SH
CI005011.WI,600379.SH
CI005011.WI,600406.SH
CI005011.WI,600416.SH
CI005011.WI,600468.SH
CI005011.WI,600475.SH
CI005011.WI,600517.SH
CI005011.WI,600537.SH
CI005011.WI,600550.SH
CI005011.WI,600577.SH
CI005011.WI,600580.SH
CI005011.WI,600627.SH
CI005011.WI,600847.SH
CI005011.WI,600869.SH
CI005011.WI,600875.SH
CI005011.WI,600885.SH
CI005011.WI,600973.SH
CI005011.WI,601012.SH
CI005011.WI,601126.SH
CI005011.WI,601179.SH
CI005011.WI,601218.SH
CI005011.WI,601222.SH
CI005011.WI,601558.SH
CI005011.WI,601567.SH
CI005011.WI,601616.SH
CI005011.WI,601700.SH
CI005011.WI,601727.SH
CI005011.WI,601877.SH
CI005011.WI,601908.SH
CI005011.WI,603016.SH
CI005011.WI,603050.SH
CI005011.WI,603063.SH
CI005011.WI,603218.SH
CI005011.WI,603320.SH
CI005011.WI,603333.SH
CI005011.WI,603396.SH
CI005011.WI,603577.SH
CI005011.WI,603606.SH
CI005011.WI,603618.SH
CI005011.WI,603628.SH
CI005011.WI,603728.SH
CI005011.WI,603806.SH
CI005011.WI,603829.SH
CI005011.WI,603861.SH
CI005011.WI,603988.SH
CI005012.WI,000519.SZ
CI005012.WI,000547.SZ
CI005012.WI,000561.SZ
CI005012.WI,000738.SZ
CI005012.WI,000768.SZ
CI005012.WI,000901.SZ
CI005012.WI,002013.SZ
CI005012.WI,002025.SZ
CI005012.WI,002111.SZ
CI005012.WI,002151.SZ
CI005012.WI,002179.SZ
CI005012.WI,002190.SZ
CI005012.WI,002214.SZ
CI005012.WI,002338.SZ
CI005012.WI,002414.SZ
CI005012.WI,002465.SZ
CI005012.WI,002519.SZ
CI005012.WI,002520.SZ
CI005012.WI,300034.SZ
CI005012.WI,300045.SZ
CI005012.WI,300065.SZ
CI005012.WI,300101.SZ
CI005012.WI,300114.SZ
CI005012.WI,300252.SZ
CI005012.WI,300397.SZ
CI005012.WI,300447.SZ
CI005012.WI,300474.SZ
CI005012.WI,300527.SZ
CI005012.WI,300581.SZ
CI005012.WI,300696.SZ
CI005012.WI,300719.SZ
CI005012.WI,300722.SZ
CI005012.WI,600038.SH
CI005012.WI,600118.SH
CI005012.WI,600184.SH
CI005012.WI,600316.SH
CI005012.WI,600343.SH
CI005012.WI,600372.SH
CI005012.WI,600391.SH
CI005012.WI,600399.SH
CI005012.WI,600435.SH
CI005012.WI,600501.SH
CI005012.WI,600562.SH
CI005012.WI,600677.SH
CI005012.WI,600685.SH
CI005012.WI,600760.SH
CI005012.WI,600765.SH
CI005012.WI,600855.SH
CI005012.WI,600862.SH
CI005012.WI,600879.SH
CI005012.WI,600893.SH
CI005012.WI,600990.SH
CI005012.WI,601989.SH
CI005013.WI,000025.SZ
CI005013.WI,000030.SZ
CI005013.WI,000338.SZ
CI005013.WI,000549.SZ
CI005013.WI,000550.SZ
CI005013.WI,000559.SZ
CI005013.WI,000572.SZ
CI005013.WI,000581.SZ
CI005013.WI,000589.SZ
CI005013.WI,000599.SZ
CI005013.WI,000622.SZ
CI005013.WI,000625.SZ
CI005013.WI,000678.SZ
CI005013.WI,000700.SZ
CI005013.WI,000710.SZ
CI005013.WI,000753.SZ
CI005013.WI,000757.SZ
CI005013.WI,000760.SZ
CI005013.WI,000800.SZ
CI005013.WI,000868.SZ
CI005013.WI,000887.SZ
CI005013.WI,000903.SZ
CI005013.WI,000913.SZ
CI005013.WI,000927.SZ
CI005013.WI,000951.SZ
CI005013.WI,000957.SZ
CI005013.WI,000980.SZ
CI005013.WI,000996.SZ
CI005013.WI,002031.SZ
CI005013.WI,002048.SZ
CI005013.WI,002085.SZ
CI005013.WI,002126.SZ
CI005013.WI,002213.SZ
CI005013.WI,002239.SZ
CI005013.WI,002265.SZ
CI005013.WI,002283.SZ
CI005013.WI,002284.SZ
CI005013.WI,002328.SZ
CI005013.WI,002355.SZ
CI005013.WI,002363.SZ
CI005013.WI,002434.SZ
CI005013.WI,002448.SZ
CI005013.WI,002454.SZ
CI005013.WI,002488.SZ
CI005013.WI,002510.SZ
CI005013.WI,002516.SZ
CI005013.WI,002536.SZ
CI005013.WI,002537.SZ
CI005013.WI,002553.SZ
CI005013.WI,002590.SZ
CI005013.WI,002592.SZ
CI005013.WI,002593.SZ
CI005013.WI,002594.SZ
CI005013.WI,002607.SZ
CI005013.WI,002625.SZ
CI005013.WI,002662.SZ
CI005013.WI,002664.SZ
CI005013.WI,002682.SZ
CI005013.WI,002684.SZ
CI005013.WI,002703.SZ
CI005013.WI,002708.SZ
CI005013.WI,002715.SZ
CI005013.WI,002725.SZ
CI005013.WI,002765.SZ
CI005013.WI,002863.SZ
CI005013.WI,002865.SZ
CI005013.WI,002920.SZ
CI005013.WI,002921.SZ
CI005013.WI,300100.SZ
CI005013.WI,300176.SZ
CI005013.WI,300201.SZ
CI005013.WI,300237.SZ
CI005013.WI,300258.SZ
CI005013.WI,300304.SZ
CI005013.WI,300375.SZ
CI005013.WI,300432.SZ
CI005013.WI,300473.SZ
CI005013.WI,300507.SZ
CI005013.WI,300580.SZ
CI005013.WI,300585.SZ
CI005013.WI,300611.SZ
CI005013.WI,300643.SZ
CI005013.WI,300644.SZ
CI005013.WI,300652.SZ
CI005013.WI,300680.SZ
CI005013.WI,300681.SZ
CI005013.WI,300695.SZ
CI005013.WI,300707.SZ
CI005013.WI,300733.SZ
CI005013.WI,600006.SH
CI005013.WI,600066.SH
CI005013.WI,600081.SH
CI005013.WI,600093.SH
CI005013.WI,600099.SH
CI005013.WI,600104.SH
CI005013.WI,600148.SH
CI005013.WI,600166.SH
CI005013.WI,600178.SH
CI005013.WI,600182.SH
CI005013.WI,600213.SH
CI005013.WI,600218.SH
CI005013.WI,600297.SH
CI005013.WI,600303.SH
CI005013.WI,600327.SH
CI005013.WI,600335.SH
CI005013.WI,600375.SH
CI005013.WI,600418.SH
CI005013.WI,600469.SH
CI005013.WI,600480.SH
CI005013.WI,600523.SH
CI005013.WI,600579.SH
CI005013.WI,600609.SH
CI005013.WI,600623.SH
CI005013.WI,600653.SH
CI005013.WI,600656.SH
CI005013.WI,600660.SH
CI005013.WI,600676.SH
CI005013.WI,600686.SH
CI005013.WI,600698.SH
CI005013.WI,600699.SH
CI005013.WI,600741.SH
CI005013.WI,600742.SH
CI005013.WI,600818.SH
CI005013.WI,600841.SH
CI005013.WI,600877.SH
CI005013.WI,600933.SH
CI005013.WI,600960.SH
CI005013.WI,600991.SH
CI005013.WI,601058.SH
CI005013.WI,601127.SH
CI005013.WI,601238.SH
CI005013.WI,601258.SH
CI005013.WI,601311.SH
CI005013.WI,601633.SH
CI005013.WI,601689.SH
CI005013.WI,601777.SH
CI005013.WI,601799.SH
CI005013.WI,601965.SH
CI005013.WI,603006.SH
CI005013.WI,603009.SH
CI005013.WI,603023.SH
CI005013.WI,603035.SH
CI005013.WI,603037.SH
CI005013.WI,603040.SH
CI005013.WI,603089.SH
CI005013.WI,603129.SH
CI005013.WI,603158.SH
CI005013.WI,603161.SH
CI005013.WI,603166.SH
CI005013.WI,603178.SH
CI005013.WI,603179.SH
CI005013.WI,603197.SH
CI005013.WI,603239.SH
CI005013.WI,603286.SH
CI005013.WI,603305.SH
CI005013.WI,603306.SH
CI005013.WI,603335.SH
CI005013.WI,603358.SH
CI005013.WI,603377.SH
CI005013.WI,603569.SH
CI005013.WI,603586.SH
CI005013.WI,603611.SH
CI005013.WI,603655.SH
CI005013.WI,603680.SH
CI005013.WI,603701.SH
CI005013.WI,603730.SH
CI005013.WI,603758.SH
CI005013.WI,603766.SH
CI005013.WI,603767.SH
CI005013.WI,603768.SH
CI005013.WI,603776.SH
CI005013.WI,603787.SH
CI005013.WI,603788.SH
CI005013.WI,603809.SH
CI005013.WI,603895.SH
CI005013.WI,603917.SH
CI005013.WI,603922.SH
CI005013.WI,603926.SH
CI005013.WI,603997.SH
CI005014.WI,000026.SZ
CI005014.WI,000151.SZ
CI005014.WI,000417.SZ
CI005014.WI,000419.SZ
CI005014.WI,000501.SZ
CI005014.WI,000516.SZ
CI005014.WI,000560.SZ
CI005014.WI,000564.SZ
CI005014.WI,000587.SZ
CI005014.WI,000626.SZ
CI005014.WI,000632.SZ
CI005014.WI,000679.SZ
CI005014.WI,000715.SZ
CI005014.WI,000759.SZ
CI005014.WI,000785.SZ
CI005014.WI,000861.SZ
CI005014.WI,000882.SZ
CI005014.WI,002024.SZ
CI005014.WI,002091.SZ
CI005014.WI,002094.SZ
CI005014.WI,002127.SZ
CI005014.WI,002187.SZ
CI005014.WI,002251.SZ
CI005014.WI,002264.SZ
CI005014.WI,002277.SZ
CI005014.WI,002336.SZ
CI005014.WI,002344.SZ
CI005014.WI,002345.SZ
CI005014.WI,002419.SZ
CI005014.WI,002561.SZ
CI005014.WI,002574.SZ
CI005014.WI,002640.SZ
CI005014.WI,002697.SZ
CI005014.WI,002721.SZ
CI005014.WI,002731.SZ
CI005014.WI,002818.SZ
CI005014.WI,300413.SZ
CI005014.WI,600086.SH
CI005014.WI,600120.SH
CI005014.WI,600122.SH
CI005014.WI,600241.SH
CI005014.WI,600247.SH
CI005014.WI,600250.SH
CI005014.WI,600278.SH
CI005014.WI,600280.SH
CI005014.WI,600287.SH
CI005014.WI,600306.SH
CI005014.WI,600315.SH
CI005014.WI,600361.SH
CI005014.WI,600415.SH
CI005014.WI,600605.SH
CI005014.WI,600612.SH
CI005014.WI,600628.SH
CI005014.WI,600631.SH
CI005014.WI,600648.SH
CI005014.WI,600655.SH
CI005014.WI,600682.SH
CI005014.WI,600693.SH
CI005014.WI,600694.SH
CI005014.WI,600697.SH
CI005014.WI,600712.SH
CI005014.WI,600723.SH
CI005014.WI,600729.SH
CI005014.WI,600735.SH
CI005014.WI,600738.SH
CI005014.WI,600755.SH
CI005014.WI,600774.SH
CI005014.WI,600778.SH
CI005014.WI,600785.SH
CI005014.WI,600790.SH
CI005014.WI,600811.SH
CI005014.WI,600814.SH
CI005014.WI,600821.SH
CI005014.WI,600822.SH
CI005014.WI,600824.SH
CI005014.WI,600826.SH
CI005014.WI,600827.SH
CI005014.WI,600828.SH
CI005014.WI,600830.SH
CI005014.WI,600838.SH
CI005014.WI,600857.SH
CI005014.WI,600858.SH
CI005014.WI,600859.SH
CI005014.WI,600861.SH
CI005014.WI,600865.SH
CI005014.WI,600891.SH
CI005014.WI,600898.SH
CI005014.WI,600981.SH
CI005014.WI,601010.SH
CI005014.WI,601086.SH
CI005014.WI,601116.SH
CI005014.WI,601366.SH
CI005014.WI,601828.SH
CI005014.WI,601933.SH
CI005014.WI,603031.SH
CI005014.WI,603101.SH
CI005014.WI,603123.SH
CI005014.WI,603708.SH
CI005014.WI,603900.SH
CI005015.WI,000033.SZ
CI005015.WI,000428.SZ
CI005015.WI,000430.SZ
CI005015.WI,000524.SZ
CI005015.WI,000610.SZ
CI005015.WI,000613.SZ
CI005015.WI,000721.SZ
CI005015.WI,000796.SZ
CI005015.WI,000888.SZ
CI005015.WI,000978.SZ
CI005015.WI,002033.SZ
CI005015.WI,002059.SZ
CI005015.WI,002159.SZ
CI005015.WI,002186.SZ
CI005015.WI,002707.SZ
CI005015.WI,300144.SZ
CI005015.WI,300178.SZ
CI005015.WI,600054.SH
CI005015.WI,600138.SH
CI005015.WI,600258.SH
CI005015.WI,600358.SH
CI005015.WI,600593.SH
CI005015.WI,600640.SH
CI005015.WI,600706.SH
CI005015.WI,600749.SH
CI005015.WI,600754.SH
CI005015.WI,601007.SH
CI005015.WI,601888.SH
CI005015.WI,603043.SH
CI005015.WI,603099.SH
CI005015.WI,603136.SH
CI005015.WI,603199.SH
CI005015.WI,603869.SH
CI005016.WI,000016.SZ
CI005016.WI,000100.SZ
CI005016.WI,000333.SZ
CI005016.WI,000404.SZ
CI005016.WI,000418.SZ
CI005016.WI,000521.SZ
CI005016.WI,000527.SZ
CI005016.WI,000533.SZ
CI005016.WI,000541.SZ
CI005016.WI,000651.SZ
CI005016.WI,000801.SZ
CI005016.WI,000810.SZ
CI005016.WI,000921.SZ
CI005016.WI,002032.SZ
CI005016.WI,002035.SZ
CI005016.WI,002050.SZ
CI005016.WI,002076.SZ
CI005016.WI,002242.SZ
CI005016.WI,002260.SZ
CI005016.WI,002290.SZ
CI005016.WI,002403.SZ
CI005016.WI,002413.SZ
CI005016.WI,002418.SZ
CI005016.WI,002420.SZ
CI005016.WI,002429.SZ
CI005016.WI,002473.SZ
CI005016.WI,002508.SZ
CI005016.WI,002543.SZ
CI005016.WI,002614.SZ
CI005016.WI,002615.SZ
CI005016.WI,002668.SZ
CI005016.WI,002670.SZ
CI005016.WI,002676.SZ
CI005016.WI,002677.SZ
CI005016.WI,002705.SZ
CI005016.WI,002723.SZ
